paper,target_canonical,target_raw,type,confidence,section,evidence,ref,doi_or_url
26drr,"POM3 / XOMO / COC1000 process models (Chen, Nair, Menzies)","XOMO models (Flight, Ground, OSP, OSP2, nasa93dem)",dataset,high,Table 1 (SE-data),XOMO [3] introduced by Menzies et al. is a general framework for Monte Carlo simulations that combines four COCOMO-like software process models,"[3] T. Menzies and J. Richardson, Xomo: Understanding development options for autonomy, COCOMO forum 2005",
26drr,iSNEAK feature-model data (Lustosa & Menzies),Health-Easy / Health-Hard project health datasets (niSNEAK study),dataset,high,Table 1 (SE-data),This data was originally used in the niSNEAK [4] study in a hyperparameter optimization context.,"[4] A. Lustosa and T. Menzies, Learning from very little data..., TOSEM 33(3), 2024",https://doi.org/10.1145/3630252
26drr,UCI datasets,UCI Machine Learning Repository,dataset,high,Table 1 caption,The Non-SE data (on the right) comes from the UCI machine learning repository [26] and is used in a large number of machine learning papers.,"[26] A. Asuncion, D. Newman et al., Uci machine learning repository, 2007",
26drr,UCI datasets,Adult (Census Income) dataset,dataset,high,Table 1 (Non-SE-data),Adult: This dataset [5] is used to predict whether the annual income of an individual exceeds $50 K / year,"[5] B. Becker and R. Kohavi, Adult, UCI Machine Learning Repository, 1996",https://doi.org/10.24432/C5XW20
26drr,UCI datasets,Default of Credit Card Clients dataset,dataset,high,Table 1 (Non-SE-data),Default: This dataset [7] collects data related to customers' payment defaults in Taiwan,"[7] I.-C. Yeh, Default of Credit Card Clients, UCI Machine Learning Repository, 2009",https://doi.org/10.24432/C55S3H
26drr,UCI datasets,Statlog German Credit dataset,dataset,high,Table 1 (Non-SE-data),German Credit: This dataset [9] classifies people described by a set of attributes as good or bad credit risks,"[9] H. Hofmann, Statlog (German Credit Data), UCI Machine Learning Repository, 1994",https://doi.org/10.24432/C5NC77
26drr,UCI datasets,Iris dataset,dataset,high,Table 1 (Non-SE-data),Iris: This dataset [10] is a classic non-Software Engineering dataset from 1936 used to classify flowers,"[10] R. A. Fisher, Iris, UCI Machine Learning Repository, 1936",https://doi.org/10.24432/C56C76
26drr,UCI datasets,Heart Disease dataset,dataset,high,Table 1 (Non-SE-data),Heart Disease: This dataset [12] provides different health metrics of patients with the goal of predicting the presence of heart disease,"[12] S. Janosi, Andras and William, Heart Disease, UCI Machine Learning Repository, 1989",https://doi.org/10.24432/C52P4X
26drr,UCI datasets,Diabetes dataset,dataset,high,Table 1 (Non-SE-data),Diabetes: This dataset [14] provides different health metrics of patients across time,"[14] M. Kahn, Diabetes, UCI Machine Learning Repository",https://doi.org/10.24432/C5T59G
26drr,UCI datasets,Bank Marketing dataset,dataset,high,Table 1 (Non-SE-data),Bank Marketing: This dataset [16] is related with direct marketing campaigns (phone calls) of a Portuguese banking institution.,"[16] M. S. R. P. and C. P, Bank Marketing, UCI Machine Learning Repository, 2014",https://doi.org/10.24432/C5K306
26drr,UCI datasets,MAGIC Gamma Telescope dataset,dataset,high,Table 1 (Non-SE-data),Gamma Telescope: This dataset [18] offers measures of cosmic events directed towards deciding whether the observed event is a signal,"[18] R. Bock, MAGIC Gamma Telescope, UCI Machine Learning Repository, 2004",https://doi.org/10.24432/C52C8B
26drr,UCI datasets,Individual Household Electric Power Consumption dataset,dataset,high,Table 1 (Non-SE-data),Power Consumption: This dataset [20] provides measurements of electric power consumption in a household with a one minute sampling rate,"[20] G. Hebrail and A. Berard, Individual Household Electric Power Consumption, UCI Machine Learning Repository, 2006",https://doi.org/10.24432/C58K54
26drr,Kaggle cross-domain datasets,EA Sports FC 25 player statistics (Kaggle),dataset,high,"Table 1 (Non-SE-data, Behavioral Data)","The datasets, Player Statistics, Student Dropout, Employee Attrition, All players provide datasets to analyze and predict behavioral patterns [22]-[25].","[22] nyagami, Ea sports fc 25 database - ratings and stats, Kaggle, 2025",https://www.kaggle.com/datasets/nyagami/ea-sports-fc-25-database-ratings-and-stats
26drr,Kaggle cross-domain datasets,Student Dropout dataset (Kaggle),dataset,high,"Table 1 (Non-SE-data, Behavioral Data)","The datasets, Player Statistics, Student Dropout, Employee Attrition, All players provide datasets to analyze and predict behavioral patterns [22]-[25].","[23] abdullah0a, Student dropout analysis and prediction dataset, Kaggle, 2025",https://www.kaggle.com/datasets/abdullah0a/student-dropout-analysis-and-prediction-dataset
26drr,Kaggle cross-domain datasets,FIFA World Cup 2022 All Players dataset (Kaggle),dataset,high,"Table 1 (Non-SE-data, Behavioral Data)","The datasets, Player Statistics, Student Dropout, Employee Attrition, All players provide datasets to analyze and predict behavioral patterns [22]-[25].","[24] die9origephit, Fifa world cup 2022: Complete dataset, Kaggle, 2025",https://www.kaggle.com/datasets/die9origephit/fifa-world-cup-2022-complete-dataset
26drr,Kaggle cross-domain datasets,IBM HR Employee Attrition dataset (Kaggle),dataset,high,"Table 1 (Non-SE-data, Behavioral Data)","The datasets, Player Statistics, Student Dropout, Employee Attrition, All players provide datasets to analyze and predict behavioral patterns [22]-[25].","[25] Pavansubhasht, Ibm hr analytics employee attrition performance, Kaggle, 2025",https://www.kaggle.com/datasets/pavansubhasht/ibm-hr-analytics-attrition-dataset
26drr,MOOT repository,MOOT repository (Menzies & Chen),dataset,high,4.3 RQ3,"By picking randomly from MOOT, we doubled the sample size of this study and ran the experiments described above.","[98] T. Menzies, T. Chen, Y. Ye, K. K. Ganguly, A. Rayegan, S. Srinivasan, A. Lustosa, Moot: a repository of many multiobjective optimization tasks, MSR 2026",
26drr,SS-* config datasets / FLASH (Nair et al.),MOOT source: Nair et al. FSE 2017 (bad learners / good configurations),dataset,low,4.3 RQ3,this repository contains dozens of multi-objective optimization problems collected from recent papers in top SE venues such as ... Foundations of SE (FSE) conference [100],"[100] V. Nair, T. Menzies, N. Siegmund, S. Apel, Using bad learners to find good configurations, FSE 2017",
26drr,SS-* config datasets / FLASH (Nair et al.),MOOT source: Nair et al. ASE journal 2018 (spectral learning),dataset,low,4.3 RQ3,collected from recent papers in top SE venues such as ... and the Automated Software Engineering Journal [106],"[106] V. Nair, T. Menzies, N. Siegmund, S. Apel, Faster discovery of faster system configurations with spectral learning, ASE J. 25(2), 2018",
26drr,"POM3 / XOMO / COC1000 process models (Chen, Nair, Menzies)","MOOT source: Chen, Nair & Menzies IST 2018",dataset,low,4.3 RQ3,collected from recent papers in top SE venues such as ... the Information Software Technology journal [102],"[102] J. Chen, V. Nair, T. Menzies, Beyond evolutionary algorithms for search-based software engineering, IST 95, 2018",https://www.sciencedirect.com/science/article/pii/S0950584917300757
26drr,VEER config data (Peng et al.),MOOT source: Peng et al. EMSE 2023 (VEER interpretability),dataset,low,4.3 RQ3,collected from recent papers in top SE venues such as ... Empirical Softw. Eng. [103],"[103] K. Peng, C. Kaltenecker, N. Siegmund, S. Apel, T. Menzies, Veer: enhancing the interpretability of model-based optimizations, EMSE 28(3), 2023",
26drr,SS-* config datasets / FLASH (Nair et al.),MOOT source: Nair et al. MSR 2018 (data-driven SBSE),dataset,low,4.3 RQ3,collected from recent papers in top SE venues such as ... Mining Software Repositories [104],"[104] V. Nair, A. Agrawal, J. Chen, W. Fu, G. Mathew, T. Menzies, L. L. Minku, M. Wagner, Z. Yu, Data-driven search-based software engineering, MSR 2018",
26drr,iSNEAK feature-model data (Lustosa & Menzies),MOOT source: Lustosa & Menzies iSNEAK (IEEE Access 2024),dataset,low,4.3 RQ3,collected from recent papers in top SE venues such as ... IEEE Access [105],"[105] A. Lustosa and T. Menzies, isneak: Partial ordering as heuristics for model-based reasoning in software engineering, IEEE Access 12, 2024",
26drr,PromiseTune config data (Chen & Chen),MOOT source: Chen & Chen PromiseTune (ICSE 2026),dataset,low,4.3 RQ3,collected from recent papers in top SE venues such as the International Conference on Software Engineering [99],"[99] P. Chen and T. Chen, Promisetune: Unveiling causally promising and explainable configuration tuning, ICSE 2026",
26drr,"Chen, Gong & Chen config data (Accuracy can lie)","MOOT source: Chen, Gong & Chen TSE 2025 (Accuracy can lie)",dataset,low,4.3 RQ3,collected from recent papers in top SE venues such as ... IEEE Trans. SE [101],"[101] P. Chen, J. Gong, T. Chen, Accuracy can lie: On the impact of surrogate model in configuration tuning, TSE 51(2), 2025",
26impact,Menzies 2007 defect-prediction protocol,Menzies retrospective on defect predictors / need for baselines,sanitycheck,low,Practical Industrial Applications (lack of baselines),only 13/229 ~ 5% of those papers compared LLMs to other approaches. This is a methodological error since other methods can produce results that are better and/or faster.6,"T. Menzies, ""Retrospective: Data mining static code attributes to learn defect predictors,"" IEEE TSE, vol. 51, no. 3, pp. 858-863, 2025",10.1109/TSE.2025.3537406
26impact,Software-engineering folklore and fuzzing observations,"Kocaguneli et al., Distributed development considered harmful? (Microsoft auto-generated code)",sanitycheck,low,Practical Industrial Applications (lack of baselines),"it is known that Microsoft has been automatically generating its code, via traditional build systems, for decades.5","E. Kocaguneli, T. Zimmermann, C. Bird, N. Nagappan, T. Menzies, ""Distributed development considered harmful?"" ICSE 2013, pp. 882-890",10.1109/ICSE.2013.6606637
classical_then_llm,EZR / LITE (Menzies group),EZR (Ganguly & Menzies; Senthilkumar & Menzies),steppingstone,high,III-A Algorithms / EZR,"EZR [3], [28] is our opt3 method and the no-LLM control ... It is also the exact configuration Ganguly et al. [28] report beating the classical state of the art ... so we adopt it unchanged.","[28] K. K. Ganguly and T. Menzies, 'How low can you go? the data-light se challenge,' in FSE'26, 2026.",
classical_then_llm,EZR / LITE (Menzies group),EZR active-learning loop (as SNAP2 warm-start substrate),software,high,III-C SNAP2,SNAP 2 replaces SNAP's random warm start with the output of a short EZR run. EZR spends the first half of its labeling budget acquiring informative rows.,"[28] K. K. Ganguly and T. Menzies, 'How low can you go? the data-light se challenge,' in FSE'26, 2026.",
classical_then_llm,"LLM prompting techniques (CoT, Self-refine, OPRO, ...)",OPRO (Yang et al.),steppingstone,high,III-B SNAP,SNAP is our extension to OPRO [21]. OPRO's main loop shows the LLM a trajectory of tried points and asks for the next.,"[21] C. Yang, X. Wang, Y. Lu, H. Liu, Q. V. Le, D. Zhou, and X. Chen, 'Large language models as optimizers,' ICLR 2024.",
classical_then_llm,LLM warm-start results (Senthilkumar & Menzies),BS_LLM warm-start baseline (Senthilkumar & Menzies),steppingstone,high,III Algorithms; Table II,"Opt2 gives us two recent methods, BS_LLM [3] and SYNTHCORE [37].","[3] L. Senthilkumar and T. Menzies, 'Can large language models improve se active learning via warm-starts?' TOSEM, 2024.",
classical_then_llm,LLM warm-start results (Senthilkumar & Menzies),SynthCore (Senthilkumar & Menzies),steppingstone,high,III Algorithms; Table II,SYNTHCORE [37] seeds by clustered ensemble prompting. DBSCAN [43] pre-clusters the labeled rows. Across M independent sessions ... the model is asked to synthesize a row better than the best seen so far.,"[37] L. Senthilkumar and T. Menzies, 'From brittle to robust: Improving llm annotations for se optimization,' EMSE, vol. 31, no. 6, p. 155, 2026.",
classical_then_llm,"POM3 / XOMO / COC1000 process models (Chen, Nair, Menzies)","RRP / 'sampling' baseline optimizer (Chen, Nair, Krishna, Menzies)",steppingstone,high,III Algorithms,so we add two no-LLM floors: RANDOM and the 2018 search-based method RRP [42].,"[42] J. Chen, V. Nair, R. Krishna, and T. Menzies, ''sampling' as a baseline optimizer for search-based software engineering,' IEEE TSE, vol. 45, no. 6, 2018.",
classical_then_llm,SMAC / SMAC3 (Hutter; Lindauer),SMAC3 / TPE / DEHB (not re-run; prior comparison relied upon),sanitycheck,high,II-B.3 opt3; VI-A Sample Validity,"We do not re-run these, and that omission is deliberate. At FSE'26, Ganguly et al. benchmarked SMAC3, TPE, and DEHB against EZR on this same MOOT corpus and found EZR was strongest [28].","[28] K. K. Ganguly and T. Menzies, 'How low can you go? the data-light se challenge,' in FSE'26, 2026.",
classical_then_llm,"Clustering methods (DBSCAN, HDBSCAN, CURE, Fastmap)",DBSCAN (Ester et al.),software,medium,III Algorithms,SYNTHCORE [37] seeds by clustered ensemble prompting. DBSCAN [43] pre-clusters the labeled rows.,"[43] M. Ester, H.-P. Kriegel, J. Sander, and X. Xu, 'A density-based algorithm for discovering clusters in large spatial databases with noise,' KDD'96.",
classical_then_llm,OpenAI GPT models / API,openai/gpt-oss-120b via OpenRouter,software,high,IV-E LLM and Hyperparameters,"All our LLM methods use openai/gpt-oss-120b served through OpenRouter, with temperature 0.7, top-p 1.0, a 32K context window, and a 4000-token output cap",no reference entry; named in Section IV-E (footnote 3),
classical_then_llm,MOOT repository,MOOT repository,dataset,high,IV-A Datasets,This study used the MOOT data from Table I ... Of MOOT's 127 tasks we keep the 105 on which every method completed its full run of repeats.,"[34] T. Menzies, T. Chen, Y. Ye, K. K. Ganguly, A. Rayegan, S. Srinivasan, and A. Lustosa, 'Moot: a repository of many multi-objective optimization tasks,' MSR 2026.",
classical_then_llm,SS-* config datasets / FLASH (Nair et al.),"Software config (SS-*, billing10k), FM/FFM feature models, X264, auto93/Car (Rayegan & Menzies)",dataset,high,Table I,"Table I: Soft. Config PLE SS-[A-X], billing10k ... Refs [1]","[1] A. Rayegan and T. Menzies, 'Minimal data, maximum clarity: A heuristic for explaining optimization,' JSS, p. 112897, 2026.",
classical_then_llm,PromiseTune config data (Chen & Chen),"PromiseTune perf datasets (7z, LLVM, BDBC)",dataset,high,Table I,"Table I: 12 PromiseTune Perf. 7z, LLVM, BDBC ... Refs [2]","[2] P. Chen and T. Chen, 'Promisetune: Unveiling causally promising and explainable configuration tuning,' ICSE 2026.",
